raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
MSc / International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
M.S. / Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
MSc in Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
MS in Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
"M.S., Business Administration",Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
M. Sc - Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
"MSC, Entrepreneurship",Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
MSC / Entrepreneurship,Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
MS (Finance),Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
MSc - Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
MSc in Finance,Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
MSC - Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MSc (Business Administration),Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
MSC in Finance,Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
M.Sc / Finance,Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
M.Sc in Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
"MSc, Banking and Finance",Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
M.Sc / Marketing,Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
M. Sc in International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
M. Sc in Entrepreneurship,Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
"MSC, Human Resources Management",Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MS - Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
MS in International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
M. Sc / Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
MSc (Accounting),Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
"M.S., Operations Management",Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
MS - Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
"MSc, Human Resources Management",Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MSC in Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
M. Sc in Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
M. Sc (Banking and Finance),Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
M.S. (Finance),Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
M. Sc (Entrepreneurship),Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
MSc in Marketing,Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
M.Sc / International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
M. Sc - Marketing,Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
MS (International Business),Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
M.S. (Entrepreneurship),Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
MS (Banking and Finance),Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
M.Sc in Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
"MSC, Accounting",Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
M.Sc in Accounting,Master of Business Administration,Master of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
MS in Commerce,Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
MSc in Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
MS / Entrepreneurship,Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
M. Sc in Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MSc (Marketing),Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
"MS, International Business",Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
"M.S., Banking and Finance",Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
M.S. in Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MS (Commerce),Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
Master of Business Administration / Human Resources Management,Master of Business Administration,Master of Business Administration,Human Resources Management,,resolved,L1,1.0,100,wrong_field
"MSC, Commerce",Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
"M. Sc, Marketing",Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
"M. Sc, International Business",Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
MSc - Human Resources Management,Master of Business Administration,Master of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
MS in Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
M.S. - Finance,Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
M.S. (International Business),Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
M.Sc in Finance,Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
MSC / Marketing,Master of Business Administration,Master of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
M. Sc / International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
M. Sc - International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
MSc / Finance,Master of Business Administration,Master of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
"M.S., Entrepreneurship",Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
MSC in Commerce,Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
M.Sc - Business Administration,Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
M.Sc (Entrepreneurship),Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
MSC (Entrepreneurship),Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
MSC (Business Administration),Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
MSc / Entrepreneurship,Master of Business Administration,Master of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
MS - Banking and Finance,Master of Business Administration,Master of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
MS / Commerce,Master of Business Administration,Master of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
MSC - International Business,Master of Business Administration,Master of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
M.Sc (Business Administration),Master of Business Administration,Master of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
"M. Sc, Operations Management",Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
M.S. in Operations Management,Master of Business Administration,Master of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
