raw_string,canonical_name,normalized,source,confidence
B.Tech (Hons) in Environmental Engineering,Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
B.Tech (Hons) (Environmental Engineering),Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
"B.Tech (Hons), Environmental Engineering",Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
B.Tech (Hons) / Environmental Engineering,Bachelor of Technology,btech environmental engineering,generated_permutation,1.0
4-Year B.Tech - Environmental Engineering,Bachelor of Technology,4year btech environmental engineering,generated_permutation,1.0
4-Year B.Tech in Environmental Engineering,Bachelor of Technology,4year btech environmental engineering,generated_permutation,1.0
4-Year B.Tech (Environmental Engineering),Bachelor of Technology,4year btech environmental engineering,generated_permutation,1.0
"4-Year B.Tech, Environmental Engineering",Bachelor of Technology,4year btech environmental engineering,generated_permutation,1.0
4-Year B.Tech / Environmental Engineering,Bachelor of Technology,4year btech environmental engineering,generated_permutation,1.0
B.Tech/BE - Environmental Engineering,Bachelor of Technology,btechbe environmental engineering,generated_permutation,1.0
B.Tech/BE in Environmental Engineering,Bachelor of Technology,btechbe environmental engineering,generated_permutation,1.0
B.Tech/BE (Environmental Engineering),Bachelor of Technology,btechbe environmental engineering,generated_permutation,1.0
"B.Tech/BE, Environmental Engineering",Bachelor of Technology,btechbe environmental engineering,generated_permutation,1.0
B.Tech/BE / Environmental Engineering,Bachelor of Technology,btechbe environmental engineering,generated_permutation,1.0
Bacheler of Technology - Environmental Engineering,Bachelor of Technology,bacheler of technology environmental engineering,generated_permutation,1.0
Bacheler of Technology in Environmental Engineering,Bachelor of Technology,bacheler of technology environmental engineering,generated_permutation,1.0
Bacheler of Technology (Environmental Engineering),Bachelor of Technology,bacheler of technology environmental engineering,generated_permutation,1.0
"Bacheler of Technology, Environmental Engineering",Bachelor of Technology,bacheler of technology environmental engineering,generated_permutation,1.0
Bacheler of Technology / Environmental Engineering,Bachelor of Technology,bacheler of technology environmental engineering,generated_permutation,1.0
Bachelor of Engineering - Environmental Engineering,Bachelor of Engineering,bachelor of engineering environmental engineering,generated_permutation,1.0
Bachelor of Engineering in Environmental Engineering,Bachelor of Engineering,bachelor of engineering environmental engineering,generated_permutation,1.0
Bachelor of Engineering (Environmental Engineering),Bachelor of Engineering,bachelor of engineering environmental engineering,generated_permutation,1.0
"Bachelor of Engineering, Environmental Engineering",Bachelor of Engineering,bachelor of engineering environmental engineering,generated_permutation,1.0
Bachelor of Engineering / Environmental Engineering,Bachelor of Engineering,bachelor of engineering environmental engineering,generated_permutation,1.0
BTech - Environmental Engineering,Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
BTech in Environmental Engineering,Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
BTech (Environmental Engineering),Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
"BTech, Environmental Engineering",Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
BTech / Environmental Engineering,Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
B.Tech - Environmental Engineering,Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
B.Tech in Environmental Engineering,Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
B.Tech (Environmental Engineering),Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
"B.Tech, Environmental Engineering",Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
B.Tech / Environmental Engineering,Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
B. Tech - Environmental Engineering,Bachelor of Engineering,b tech environmental engineering,generated_permutation,1.0
B. Tech in Environmental Engineering,Bachelor of Engineering,b tech environmental engineering,generated_permutation,1.0
B. Tech (Environmental Engineering),Bachelor of Engineering,b tech environmental engineering,generated_permutation,1.0
"B. Tech, Environmental Engineering",Bachelor of Engineering,b tech environmental engineering,generated_permutation,1.0
B. Tech / Environmental Engineering,Bachelor of Engineering,b tech environmental engineering,generated_permutation,1.0
B.Tech. - Environmental Engineering,Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
B.Tech. in Environmental Engineering,Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
B.Tech. (Environmental Engineering),Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
"B.Tech., Environmental Engineering",Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
B.Tech. / Environmental Engineering,Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
BTECH - Environmental Engineering,Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
BTECH in Environmental Engineering,Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
BTECH (Environmental Engineering),Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
"BTECH, Environmental Engineering",Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
BTECH / Environmental Engineering,Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
B.Tech (Hons) - Environmental Engineering,Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
B.Tech (Hons) in Environmental Engineering,Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
B.Tech (Hons) (Environmental Engineering),Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
"B.Tech (Hons), Environmental Engineering",Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
B.Tech (Hons) / Environmental Engineering,Bachelor of Engineering,btech environmental engineering,generated_permutation,1.0
4-Year B.Tech - Environmental Engineering,Bachelor of Engineering,4year btech environmental engineering,generated_permutation,1.0
4-Year B.Tech in Environmental Engineering,Bachelor of Engineering,4year btech environmental engineering,generated_permutation,1.0
4-Year B.Tech (Environmental Engineering),Bachelor of Engineering,4year btech environmental engineering,generated_permutation,1.0
"4-Year B.Tech, Environmental Engineering",Bachelor of Engineering,4year btech environmental engineering,generated_permutation,1.0
4-Year B.Tech / Environmental Engineering,Bachelor of Engineering,4year btech environmental engineering,generated_permutation,1.0
B.Tech/BE - Environmental Engineering,Bachelor of Engineering,btechbe environmental engineering,generated_permutation,1.0
B.Tech/BE in Environmental Engineering,Bachelor of Engineering,btechbe environmental engineering,generated_permutation,1.0
B.Tech/BE (Environmental Engineering),Bachelor of Engineering,btechbe environmental engineering,generated_permutation,1.0
"B.Tech/BE, Environmental Engineering",Bachelor of Engineering,btechbe environmental engineering,generated_permutation,1.0
B.Tech/BE / Environmental Engineering,Bachelor of Engineering,btechbe environmental engineering,generated_permutation,1.0
Bacheler of Technology - Environmental Engineering,Bachelor of Engineering,bacheler of technology environmental engineering,generated_permutation,1.0
Bacheler of Technology in Environmental Engineering,Bachelor of Engineering,bacheler of technology environmental engineering,generated_permutation,1.0
Bacheler of Technology (Environmental Engineering),Bachelor of Engineering,bacheler of technology environmental engineering,generated_permutation,1.0
"Bacheler of Technology, Environmental Engineering",Bachelor of Engineering,bacheler of technology environmental engineering,generated_permutation,1.0
Bacheler of Technology / Environmental Engineering,Bachelor of Engineering,bacheler of technology environmental engineering,generated_permutation,1.0
Master of Technology - Environmental Engineering,Master of Technology,master of technology environmental engineering,generated_permutation,1.0
Master of Technology in Environmental Engineering,Master of Technology,master of technology environmental engineering,generated_permutation,1.0
Master of Technology (Environmental Engineering),Master of Technology,master of technology environmental engineering,generated_permutation,1.0
"Master of Technology, Environmental Engineering",Master of Technology,master of technology environmental engineering,generated_permutation,1.0
Master of Technology / Environmental Engineering,Master of Technology,master of technology environmental engineering,generated_permutation,1.0
MTech - Environmental Engineering,Master of Technology,mtech environmental engineering,generated_permutation,1.0
MTech in Environmental Engineering,Master of Technology,mtech environmental engineering,generated_permutation,1.0
MTech (Environmental Engineering),Master of Technology,mtech environmental engineering,generated_permutation,1.0
"MTech, Environmental Engineering",Master of Technology,mtech environmental engineering,generated_permutation,1.0
MTech / Environmental Engineering,Master of Technology,mtech environmental engineering,generated_permutation,1.0
M.Tech - Environmental Engineering,Master of Technology,mtech environmental engineering,generated_permutation,1.0
M.Tech in Environmental Engineering,Master of Technology,mtech environmental engineering,generated_permutation,1.0
M.Tech (Environmental Engineering),Master of Technology,mtech environmental engineering,generated_permutation,1.0
"M.Tech, Environmental Engineering",Master of Technology,mtech environmental engineering,generated_permutation,1.0
M.Tech / Environmental Engineering,Master of Technology,mtech environmental engineering,generated_permutation,1.0
